,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_home,avg_balance,q1_balance,q2_balance,q3_balance,q4_balance
10685,No,Cash Back,Postcard,Medium,One,Yes,Medium,Three,One,Two,No,957,701,832,978,1317
10686,No,Air Miles,Letter,High,One,No,Medium,One,Two,Five,Yes,372,450,288,288,464
10687,No,Cash Back,Letter,Low,One,No,Low,Two,One,Four,Yes,832,1515,1121,574,121
10688,No,Cash Back,Letter,High,One,No,Low,One,One,Five,No,682,523,578,891,736
10689,Yes,Air Miles,Postcard,High,One,No,Low,Three,One,Two,Yes,1152,1512,1705,546,847
10690,No,Air Miles,Postcard,Medium,Two,No,High,Three,Two,Two,No,259,334,56,226,423
10691,No,Air Miles,Letter,Low,One,No,Medium,One,One,Three,No,1104,1581,960,1141,736
10692,No,Points,Postcard,Medium,Two,No,Medium,One,One,Three,Yes,1456,1439,1203,1604,1581
10693,No,Cash Back,Letter,High,One,No,Low,Three,One,Three,Yes,907,1369,499,1205,556
10694,No,Cash Back,Letter,High,One,No,High,One,One,Three,Yes,605,555,542,692,632
10695,No,Points,Letter,Medium,One,No,Low,One,One,Three,No,732,1417,826,420,266
10696,No,Cash Back,Letter,High,One,No,Medium,One,Two,Four,Yes,1253,978,1377,1562,1098
10697,No,Points,Postcard,Medium,One,No,Low,Two,One,Five,Yes,1096,255,1108,835,2189
10698,No,Air Miles,Letter,Medium,One,No,Medium,Two,Two,Two,Yes,1695,1535,1736,1579,1932
10699,No,Points,Postcard,High,One,No,Medium,Three,One,Six,Yes,1347,348,1622,2020,1399
10700,No,Air Miles,Postcard,Medium,One,No,High,One,Two,Five,No,1047,688,695,921,1887
10701,No,Air Miles,Postcard,Low,One,No,Medium,One,Two,Four,No,311,396,412,153,284
10702,No,Cash Back,Letter,High,One,Yes,High,Three,One,Three,No,938,65,1254,1661,772
10703,No,Air Miles,Letter,High,One,No,High,Two,One,Four,Yes,888,51,770,951,1781
10704,No,Air Miles,Letter,Low,One,Yes,Low,One,One,Four,No,263,434,324,89,208
10705,No,Air Miles,Letter,Low,One,No,Low,One,Two,Three,No,372,349,385,488,267
10706,No,Cash Back,Letter,Medium,One,No,High,One,One,Four,No,194,457,37,234,51
10707,No,Air Miles,Postcard,Low,One,No,High,Two,Two,Four,Yes,973,1684,947,786,476
10708,No,Points,Letter,Low,Two,Yes,High,One,One,Four,No,1137,1836,1483,892,340
10709,No,Air Miles,Letter,High,One,No,High,One,One,Four,Yes,238,23,451,274,206
10710,No,Cash Back,Postcard,High,One,No,Low,Three,One,Two,Yes,593,614,666,538,556
10711,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Three,Yes,295,241,439,391,111
10712,No,Air Miles,Postcard,Medium,Two,No,Low,Two,One,Four,Yes,1407,803,1382,1507,1937
10713,No,Points,Letter,Medium,One,No,Medium,One,One,Four,Yes,83,153,15,98,66
10714,No,Cash Back,Postcard,Medium,One,No,Low,Three,One,Two,Yes,1474,1489,1510,1557,1340
10715,No,Cash Back,Postcard,Medium,Two,Yes,High,One,Two,Four,Yes,1252,946,834,1509,1721
10716,No,Cash Back,Letter,Low,One,No,High,One,Two,Three,No,216,84,116,490,175
10717,No,Cash Back,Postcard,Medium,One,Yes,High,Two,One,Four,Yes,1229,139,1627,1864,1286
10718,No,Cash Back,Letter,High,One,No,Low,One,Two,Four,Yes,1066,1431,904,1080,850
10719,No,Points,Letter,Medium,One,Yes,Medium,Two,One,Four,Yes,1328,411,1897,1440,1564
10720,No,Points,Letter,Medium,One,No,High,One,One,Five,Yes,1117,1206,1746,1046,472
10721,No,Air Miles,Postcard,High,One,No,Low,One,Two,Five,Yes,1008,1495,1122,1191,225
10722,No,Cash Back,Postcard,Low,One,No,Medium,Two,One,Three,Yes,1011,500,944,863,1738
10723,No,Air Miles,Letter,Medium,One,No,Low,One,Two,Three,Yes,1230,2148,1071,1375,329
10724,No,Cash Back,Postcard,High,Three,No,Low,Two,One,Four,Yes,977,83,1837,1376,615
10725,No,Points,Letter,Low,One,No,High,Two,One,Four,Yes,106,207,89,47,82
10726,No,Air Miles,Letter,High,One,No,Medium,One,One,Three,Yes,935,1878,1017,557,288
10727,No,Air Miles,Letter,High,One,Yes,Low,Two,One,Four,Yes,1159,125,1734,1597,1180
10728,No,Air Miles,Postcard,Medium,One,Yes,Low,Two,One,Three,Yes,596,663,564,584,576
10729,No,Cash Back,Postcard,High,One,No,High,Three,One,Four,Yes,1429,1290,1100,2060,1267
10730,No,Points,Postcard,Medium,One,Yes,Low,One,One,Three,No,1356,1005,1683,1129,1609
10731,No,Points,Postcard,High,One,No,High,Two,One,Four,Yes,322,122,374,474,320
10732,No,Cash Back,Postcard,Low,Two,No,High,One,One,Three,Yes,1085,1583,1225,781,751
10733,No,Air Miles,Letter,Low,One,Yes,High,One,One,Two,No,792,971,526,676,996
10734,No,Air Miles,Postcard,Medium,One,No,Medium,Two,One,Five,No,1613,1427,1733,1526,1769
10735,No,Air Miles,Letter,Medium,One,No,Low,One,One,Four,Yes,1093,854,447,1664,1407
10736,Yes,Air Miles,Postcard,Low,One,Yes,Low,Three,One,One,Yes,260,36,314,353,338
10737,No,Points,Letter,Low,One,No,Low,Three,One,Four,No,1233,1801,1115,983,1036
10738,No,Air Miles,Letter,Medium,One,No,Low,One,One,Two,Yes,1150,507,1136,1647,1312
10739,No,Cash Back,Postcard,High,One,No,Medium,One,One,Two,Yes,785,724,677,864,876
10740,No,Points,Letter,Medium,One,No,High,Two,One,Five,Yes,828,940,688,857,828
10741,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Six,No,1053,1880,1103,900,329
10742,No,Air Miles,Letter,Low,One,No,Low,One,One,Four,No,1020,1526,968,834,752
10743,No,Points,Postcard,High,One,Yes,Low,Two,One,Three,Yes,1093,198,1525,1947,704
10744,No,Air Miles,Postcard,High,One,No,Low,Two,One,Four,Yes,965,1221,1325,1195,122
10745,No,Air Miles,Postcard,Medium,One,Yes,Low,Two,One,Four,No,1112,924,939,1325,1263
10746,No,Points,Postcard,High,One,Yes,High,Three,One,Four,Yes,1003,1796,1134,974,111
10747,No,Cash Back,Letter,Medium,Two,No,Medium,Two,One,Two,Yes,1836,1980,1833,1751,1781
10748,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Two,Yes,210,33,222,441,144
10749,No,Air Miles,Postcard,Medium,One,No,Low,One,One,Two,No,1001,764,962,1487,792
10750,No,Cash Back,Letter,Medium,Two,No,Medium,One,One,Five,No,1155,1007,1365,1027,1222
10751,No,Points,Postcard,Low,One,No,Medium,One,One,Three,Yes,305,268,451,195,308
10752,No,Points,Letter,High,Two,No,Medium,Four,One,Two,Yes,1344,79,1571,1882,1844
10753,No,Points,Letter,Medium,One,No,Medium,Two,One,Three,Yes,1396,921,1524,1953,1186
10754,No,Cash Back,Postcard,Medium,One,No,Medium,Three,Two,Five,No,1206,370,1161,1735,1558
10755,No,Cash Back,Postcard,Medium,One,Yes,High,Two,Two,Five,No,1228,716,1784,1480,935
10756,No,Points,Letter,Low,One,No,Medium,One,One,Three,No,878,1611,1111,523,269
10757,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Four,No,1058,788,921,2012,512
10758,No,Cash Back,Letter,Medium,Two,Yes,Medium,One,Two,Five,No,941,6,1218,2023,520
10759,No,Points,Postcard,High,One,No,High,Three,One,Two,Yes,933,1920,1135,604,73
10760,No,Points,Letter,Low,One,No,High,Three,One,Two,No,954,1899,813,659,446
10761,Yes,Air Miles,Postcard,Low,Two,No,Low,Two,One,Four,No,1082,48,1792,1201,1287
10762,Yes,Air Miles,Postcard,Low,One,No,Low,Three,One,Three,Yes,1305,645,1675,2159,743
10763,No,Cash Back,Letter,Medium,Three,No,High,Two,One,Two,Yes,1000,1527,1008,1336,129
10764,No,Air Miles,Letter,Medium,One,No,High,One,One,Five,Yes,835,703,843,806,991
10765,No,Cash Back,Postcard,Medium,One,No,High,Three,One,Four,Yes,700,728,538,656,880
10766,No,Air Miles,Postcard,High,One,No,Low,Three,One,Two,No,1088,890,850,1270,1345
10767,No,Air Miles,Postcard,Low,One,No,High,Two,Two,Three,Yes,1511,1107,1633,1630,1674
10768,No,Air Miles,Postcard,Medium,One,No,Low,Three,One,Three,Yes,895,1612,1157,611,202
10769,No,Air Miles,Letter,Low,One,Yes,Medium,One,One,Four,Yes,1173,2126,833,997,737
10770,No,Air Miles,Letter,Medium,One,No,High,Two,One,Four,Yes,251,168,447,248,143
10771,No,Cash Back,Postcard,Medium,One,Yes,Low,One,One,Four,Yes,925,225,846,2024,606
10772,No,Cash Back,Letter,Low,One,No,Low,One,One,Four,No,311,388,64,307,488
10773,Yes,Points,Postcard,Medium,One,Yes,Medium,Two,One,Three,Yes,172,116,313,141,118
10774,No,Cash Back,Letter,High,One,No,Low,Three,One,Two,No,1068,754,1539,1357,624
10775,Yes,Air Miles,Postcard,Medium,One,No,Low,One,One,Two,Yes,800,129,618,1902,553
10776,No,Points,Letter,Low,One,No,Low,One,One,One,Yes,1201,905,840,1950,1110
10777,No,Cash Back,Letter,Medium,One,No,Medium,Two,Two,Three,Yes,1157,923,677,910,2118
10778,No,Air Miles,Postcard,Low,One,No,High,Two,One,One,Yes,1176,1287,1406,1359,654
10779,No,Points,Letter,Medium,One,Yes,High,Two,One,Four,Yes,1136,669,1093,1549,1236
10780,No,Points,Letter,Medium,One,Yes,High,Two,One,Six,No,175,194,14,483,12
10781,No,Air Miles,Postcard,Medium,One,No,Low,One,One,Four,Yes,748,595,622,857,921
10782,No,Points,Letter,Medium,One,No,Medium,One,One,Three,Yes,1016,1634,1203,896,332
10783,Yes,Air Miles,Postcard,Low,One,No,Medium,Three,Two,Three,Yes,978,173,1376,1455,910
10784,No,Air Miles,Postcard,High,One,No,High,One,One,Five,No,246,196,251,297,240
10785,No,Points,Letter,Medium,One,No,Medium,Two,Two,Four,Yes,816,866,863,721,815
10786,No,Points,Letter,High,One,No,Low,Two,One,Two,No,1122,69,1300,1959,1163
10787,No,Air Miles,Letter,High,One,Yes,Low,Two,One,Two,No,1282,559,1784,1912,874
10788,No,Points,Postcard,Medium,One,No,High,One,One,Five,No,963,798,883,1399,773
10789,No,Cash Back,Letter,Low,One,No,High,Two,One,Three,No,980,1755,1396,765,5
10790,No,Air Miles,Postcard,Medium,One,No,Medium,Three,One,Three,Yes,778,783,551,959,820
10791,No,Air Miles,Letter,Medium,One,Yes,High,Two,One,Two,No,1072,546,1228,1617,899
10792,No,Air Miles,Postcard,High,One,No,Low,Three,One,Three,No,370,343,466,184,487
10793,No,Points,Postcard,Medium,One,No,Low,Two,Two,Six,Yes,1126,741,1442,1564,758
10794,No,Points,Letter,Medium,One,No,High,One,Two,Two,Yes,701,632,876,621,676
10795,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Five,Yes,1004,88,1011,2020,900
10796,No,Cash Back,Postcard,High,One,No,Medium,One,One,Three,Yes,989,1649,1256,935,117
10797,No,Cash Back,Postcard,Low,Two,No,High,Two,One,Two,Yes,1199,1649,1517,1186,446
10798,Yes,Cash Back,Letter,Medium,One,No,Low,One,One,Five,No,1141,367,908,2132,1157
10799,No,Points,Postcard,Medium,Two,Yes,Medium,Two,One,Four,No,1159,371,1377,1427,1461
10800,No,Air Miles,Postcard,High,One,No,High,Two,One,Five,Yes,790,654,824,737,946
10801,No,Cash Back,Postcard,Medium,One,No,Low,Two,One,Four,Yes,1092,176,1208,1801,1186
10802,Yes,Points,Letter,Medium,One,No,Medium,Two,One,Three,Yes,1346,2171,1680,512,1024
10803,No,Air Miles,Letter,Low,Two,No,Low,Three,One,Two,Yes,1036,958,926,1454,809
10804,No,Air Miles,Letter,Low,Three,No,Medium,One,One,Five,No,615,652,501,567,743
10805,No,Points,Letter,Low,One,No,High,One,One,Three,Yes,1191,2000,1554,554,657
10806,No,Cash Back,Letter,Medium,One,No,Medium,One,Two,Four,No,1132,1710,1242,542,1036
10807,No,Air Miles,Postcard,Medium,Two,No,Medium,One,One,Six,Yes,782,968,780,802,581
10808,No,Cash Back,Postcard,High,One,No,Low,Three,One,Five,No,1065,801,1648,1302,510
10809,No,Cash Back,Postcard,Medium,Two,No,High,Two,Two,Three,Yes,1340,773,1641,1581,1366
10810,No,Cash Back,Postcard,Medium,One,No,High,Two,One,One,Yes,1212,403,1278,2221,947
10811,No,Air Miles,Postcard,Medium,One,No,Medium,One,One,Four,Yes,1118,942,630,1519,1382
10812,No,Cash Back,Letter,Medium,Two,No,Medium,One,One,Two,Yes,1371,741,1623,1234,1887
10813,No,Air Miles,Postcard,Low,One,Yes,High,One,Two,Five,Yes,973,1400,1088,1255,152
10814,No,Points,Letter,High,Two,No,High,One,One,Four,No,760,445,632,1225,741
10815,Yes,Cash Back,Letter,Low,One,No,Low,Three,One,Five,Yes,260,182,327,87,444
10816,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Three,Yes,1027,1308,1789,621,392
10817,No,Air Miles,Postcard,Low,One,No,High,Two,One,Two,Yes,1093,734,1132,1985,521
10818,No,Points,Letter,Medium,One,Yes,High,One,One,One,Yes,748,689,856,601,849
10819,No,Air Miles,Postcard,Medium,One,No,Medium,Four,One,Five,No,272,427,182,257,224
10820,No,Air Miles,Letter,Low,Two,No,High,One,One,Four,No,826,693,863,904,844
10821,No,Points,Letter,Medium,One,Yes,Low,Three,One,Two,No,926,1531,1333,664,177
10822,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Three,Yes,938,516,720,1181,1335
10823,No,Cash Back,Postcard,Medium,One,No,Low,One,One,Four,Yes,806,858,855,966,546
10824,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Four,Yes,774,1365,852,733,147
10825,No,Cash Back,Postcard,Medium,Two,No,Medium,Two,One,Six,Yes,787,929,839,795,586
10826,No,Points,Letter,Medium,One,No,Medium,Three,One,Four,Yes,1276,1337,429,1915,1425
10827,No,Air Miles,Letter,High,One,Yes,Medium,Two,One,Six,Yes,889,959,681,972,947
10828,No,Cash Back,Postcard,High,One,No,Low,One,One,Four,Yes,174,0,465,23,209
10829,No,Cash Back,Postcard,High,One,No,Low,Two,One,Two,Yes,890,999,961,806,796
10830,No,Cash Back,Postcard,Medium,One,Yes,High,Three,One,Four,Yes,1696,1737,1792,1680,1577
10831,No,Cash Back,Postcard,Medium,One,No,Medium,One,Two,Three,Yes,283,242,207,271,413
10832,No,Points,Postcard,Medium,One,Yes,High,One,One,Two,Yes,1182,1640,1578,900,612
10833,Yes,Air Miles,Letter,Low,One,No,Medium,Two,One,Three,Yes,771,760,576,896,855
10834,No,Points,Letter,Medium,One,Yes,High,Two,One,Three,Yes,967,1883,1128,855,5
10835,No,Air Miles,Letter,Low,Two,No,Low,One,Three,Four,No,1441,1272,1480,1814,1200
10836,No,Points,Postcard,Medium,One,No,High,One,One,Two,Yes,292,238,443,261,229
10837,No,Points,Postcard,Low,One,No,High,Two,One,Four,No,1276,1397,985,2163,559
10838,No,Air Miles,Postcard,Medium,One,No,Medium,One,One,Four,Yes,955,59,629,1226,1907
10839,No,Points,Postcard,Medium,Two,No,Low,Three,One,Four,No,1348,983,1315,1298,1799
10840,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Two,No,788,37,1124,1302,692
10841,No,Air Miles,Postcard,Low,One,No,Medium,One,One,Two,Yes,877,1633,1248,510,117
10842,No,Air Miles,Letter,Low,One,No,Medium,One,One,Two,No,1121,26,1232,1767,1462
10843,No,Cash Back,Letter,Medium,One,No,Low,Three,Three,Two,Yes,1437,455,1620,1955,1718
10844,No,Air Miles,Letter,High,One,No,Low,Two,One,Four,Yes,1282,102,1327,1655,2046
10845,No,Cash Back,Postcard,Low,Two,No,High,Two,Two,Three,Yes,950,1804,1108,809,82
10846,No,Air Miles,Letter,Low,One,No,High,One,One,Four,No,1100,1207,737,1238,1218
10847,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Two,Yes,130,2,158,100,260
10848,No,Cash Back,Postcard,Medium,One,No,Medium,Two,Two,Four,Yes,919,157,736,1452,1331
10849,No,Points,Postcard,Medium,Two,No,Low,Two,Two,Two,Yes,1281,739,1564,1594,1230
10850,No,Cash Back,Postcard,Low,Two,No,Medium,Two,One,Five,No,1028,147,459,1707,1802
10851,No,Points,Letter,Medium,Two,No,Low,One,One,Six,Yes,1006,684,903,1311,1129
10852,No,Points,Postcard,Low,One,No,Medium,Three,One,Two,No,274,370,391,10,325
10853,No,Air Miles,Letter,Medium,One,No,High,One,One,Three,No,919,1850,1120,700,9
10854,No,Points,Letter,Low,Two,Yes,Medium,One,One,Two,Yes,1740,1722,1740,1875,1625
10855,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Three,Yes,903,1569,1159,868,19
10856,No,Air Miles,Letter,High,One,Yes,High,Three,One,Five,Yes,944,1625,1389,603,159
10857,No,Points,Postcard,Low,One,No,High,One,One,Four,Yes,896,1615,1197,597,176
10858,No,Cash Back,Postcard,Medium,Two,Yes,Medium,Two,One,Two,Yes,1253,1442,1500,1666,404
10860,No,Cash Back,Postcard,High,One,No,Low,One,Two,Four,Yes,1404,1326,1361,1669,1262
10861,Yes,Air Miles,Postcard,Medium,One,No,Low,One,One,Four,Yes,1216,1414,1739,721,990
10862,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Two,No,1155,834,935,1771,1082
10863,No,Air Miles,Letter,Medium,One,No,Medium,One,One,Four,Yes,823,48,1153,1280,813
10864,No,Points,Letter,High,One,No,High,Two,One,Two,Yes,655,651,579,737,653
10865,No,Cash Back,Postcard,High,One,No,Low,Two,One,Three,Yes,1070,1131,1026,1309,817
10866,No,Cash Back,Letter,Low,One,No,High,One,One,Four,No,888,387,750,801,1614
10867,No,Cash Back,Letter,Medium,One,Yes,Low,Two,One,Five,Yes,1072,2120,919,789,462
10868,No,Cash Back,Postcard,Low,One,Yes,Medium,Two,Two,Two,Yes,1053,1884,1226,566,538
10869,No,Air Miles,Letter,Medium,One,No,High,Two,One,Four,Yes,908,117,1753,823,939
10870,No,Points,Letter,Medium,One,No,Medium,One,One,Three,Yes,998,1831,1286,866,11
10871,No,Points,Letter,Low,Two,No,High,One,Two,Six,Yes,1111,1858,1182,997,410
10872,Yes,Points,Postcard,High,Two,No,Low,One,Two,Two,Yes,396,360,434,468,323
10873,No,Points,Postcard,Medium,One,No,High,Two,One,Three,No,385,302,418,340,480
10874,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Four,Yes,1329,521,1872,2100,826
10875,No,Points,Letter,High,Two,No,High,One,One,Three,Yes,699,584,749,942,522
10876,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Six,No,1187,953,1148,1060,1587
10877,No,Air Miles,Postcard,Low,One,No,High,Two,One,Three,Yes,942,819,634,1601,716
10878,No,Points,Postcard,High,Two,No,Low,Three,Two,Two,Yes,1434,1827,1687,1313,910
10879,No,Points,Letter,Low,One,No,Medium,One,One,Two,Yes,1168,1883,1658,982,150
10880,Yes,Points,Postcard,High,Two,No,Low,Two,One,Five,Yes,370,365,306,320,489
10881,No,Cash Back,Letter,High,One,No,Medium,Two,One,Three,No,761,927,815,579,723
10882,No,Air Miles,Letter,Medium,One,No,Medium,Three,One,One,Yes,827,522,879,967,943
10883,No,Cash Back,Letter,Medium,Two,No,Medium,Two,One,Four,Yes,324,383,487,70,358
10884,No,Cash Back,Postcard,Medium,Two,No,Medium,One,One,Three,Yes,1064,1270,1420,1174,392
10885,No,Air Miles,Letter,Low,Two,Yes,High,Two,One,Six,Yes,954,1443,950,1199,227
10886,No,Cash Back,Letter,Low,Two,No,High,Two,Two,Three,Yes,1255,1652,1521,1386,464
10887,No,Points,Letter,Medium,One,No,Low,One,Two,Six,Yes,170,455,35,5,187
10888,No,Points,Letter,Low,One,No,High,Three,One,Three,No,899,2029,1032,428,107
10889,No,Cash Back,Letter,Low,Two,No,High,Two,One,Four,Yes,186,128,177,99,341
10890,No,Cash Back,Letter,High,One,No,High,Three,One,Two,No,943,1694,1132,779,168
10891,No,Cash Back,Postcard,Medium,Two,No,High,Two,One,Four,No,660,751,598,597,695
10892,No,Points,Postcard,Medium,Two,No,Medium,Two,One,Three,Yes,1196,881,1232,1204,1467
10893,No,Cash Back,Letter,Medium,One,No,Medium,One,Two,Five,Yes,959,56,1277,1605,901
10894,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Four,Yes,1210,1020,1420,1819,582
10895,No,Points,Postcard,Medium,Two,No,Low,Two,One,Three,Yes,1065,1865,1092,855,448
10896,No,Air Miles,Postcard,Medium,Two,Yes,High,Two,One,Four,No,1224,402,1371,1441,1684
10897,No,Air Miles,Letter,Low,Two,No,High,One,One,Four,No,868,296,961,1201,1015
10898,No,Air Miles,Letter,Medium,One,No,High,Two,One,Two,No,1101,1699,1121,1358,228
10899,No,Cash Back,Postcard,Medium,One,No,Low,Two,One,Four,Yes,1686,1783,1853,1524,1585
10900,No,Cash Back,Letter,Low,One,No,Medium,Two,One,Three,Yes,886,945,665,947,990
10901,No,Air Miles,Postcard,Medium,One,No,Low,Three,Two,Two,Yes,983,370,1600,1202,761
10902,No,Air Miles,Letter,Medium,One,No,Low,One,One,Four,Yes,804,1284,1390,483,62
10903,No,Cash Back,Letter,Medium,One,No,Low,Three,One,Four,Yes,1228,896,1181,1729,1108
10904,No,Air Miles,Letter,Low,Two,No,High,Two,One,Two,Yes,1044,194,1207,1896,880
10905,No,Air Miles,Letter,Medium,One,No,High,Two,One,Five,Yes,1119,1966,1521,807,183
10906,No,Points,Letter,Medium,Two,No,Medium,Two,One,Five,Yes,1164,702,713,1799,1445
10907,No,Points,Postcard,High,One,No,Medium,One,One,Two,No,1790,1929,1998,1588,1648
10908,No,Air Miles,Letter,High,One,No,High,One,One,Two,Yes,1097,817,616,1483,1474
10909,No,Air Miles,Letter,Medium,One,No,Medium,One,Two,Four,Yes,1120,458,1280,982,1761
10910,Yes,Air Miles,Postcard,Medium,One,No,Low,Two,One,Five,No,1085,411,508,1534,1890
10911,No,Points,Postcard,Medium,One,No,High,Three,One,Three,Yes,1361,1473,704,1658,1610
10912,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Four,No,1326,1092,1496,1469,1247
10913,No,Points,Letter,Medium,One,Yes,Medium,Two,One,Two,Yes,1258,1045,986,1707,1296
10914,No,Air Miles,Postcard,Low,One,No,High,One,One,Three,Yes,860,1554,926,585,376
10915,No,Air Miles,Postcard,Low,One,No,Low,Three,One,Two,Yes,773,44,1198,1296,557
10916,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Five,Yes,1090,418,1358,872,1713
10917,No,Cash Back,Letter,Low,One,No,Medium,Three,One,Three,No,1579,1617,1522,1633,1545
10918,No,Points,Postcard,High,One,No,Medium,Two,Three,Four,No,902,390,1455,908,857
10919,No,Air Miles,Postcard,Low,One,No,Medium,Two,One,Four,Yes,857,505,943,988,993
10920,No,Air Miles,Letter,High,One,Yes,Medium,One,One,Six,No,709,839,582,526,892
10921,No,Air Miles,Letter,Medium,One,No,High,Two,One,Three,No,1273,1295,1334,1737,726
10922,No,Air Miles,Letter,Low,One,No,Low,Two,One,Three,No,785,519,879,877,865
10923,No,Air Miles,Postcard,Low,Two,No,Low,One,One,Three,Yes,1168,702,1368,1001,1602
10924,No,Cash Back,Letter,Medium,One,No,Low,Three,One,Five,No,629,547,836,624,512
10925,No,Cash Back,Postcard,Medium,One,No,High,One,One,Three,Yes,1027,1829,1388,656,235
10926,No,Air Miles,Postcard,High,One,No,Low,Two,One,Two,No,733,139,855,1248,690
10927,No,Points,Postcard,Medium,One,No,Medium,One,One,Five,No,1258,921,1362,1922,829
10928,No,Air Miles,Letter,Medium,One,Yes,High,Three,One,Three,Yes,1103,2105,1227,818,262
10929,No,Air Miles,Letter,Low,One,No,High,One,One,Five,Yes,744,712,695,742,830
10930,No,Points,Letter,Medium,Two,No,Low,One,One,Four,Yes,188,334,64,295,59
10931,No,Cash Back,Letter,High,One,Yes,Low,One,Two,Three,Yes,1000,322,541,1132,2005
10932,No,Cash Back,Postcard,Medium,One,No,Low,Two,One,Four,Yes,1110,268,1381,1679,1113
10933,No,Cash Back,Letter,Medium,Two,No,Low,One,One,Three,Yes,248,284,340,96,273
10934,No,Cash Back,Postcard,Low,One,No,Low,Two,One,Three,Yes,1711,1464,1810,2233,1337
10935,No,Cash Back,Postcard,Low,One,No,Low,One,One,Four,Yes,994,1731,1449,790,6
10936,No,Cash Back,Letter,High,One,No,Low,Two,One,Four,Yes,840,1367,1133,532,331
10937,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Four,No,1058,345,1211,1758,918
10938,No,Air Miles,Letter,Medium,One,No,High,Two,Two,Three,Yes,992,337,1146,872,1615
10939,No,Air Miles,Postcard,Medium,One,Yes,Medium,Two,One,Three,Yes,998,366,859,1084,1685
10940,No,Air Miles,Letter,Medium,One,No,Medium,One,One,Three,Yes,835,1539,1185,600,16
10941,No,Air Miles,Postcard,Low,Two,No,Medium,Two,One,Two,Yes,803,880,739,708,886
10942,No,Points,Postcard,High,One,No,Medium,Three,One,Three,No,755,830,813,592,788
10943,No,Points,Postcard,Low,One,No,Low,Two,One,Five,Yes,1250,1470,1782,847,901
10944,No,Points,Letter,High,One,No,High,One,One,Three,No,308,324,63,399,449
10945,No,Points,Postcard,Medium,One,Yes,Low,Two,One,Five,No,978,1937,1221,683,72
10946,No,Cash Back,Letter,High,Two,No,High,One,One,Two,No,1175,1591,1225,1211,676
10947,Yes,Cash Back,Postcard,Medium,One,Yes,Medium,Two,One,Three,Yes,1141,393,1717,1792,663
10948,No,Air Miles,Postcard,Low,Two,No,Low,One,One,Three,Yes,1441,937,1680,1870,1280
10949,No,Cash Back,Postcard,Low,One,No,High,Two,One,Three,No,679,567,645,969,536
10950,No,Air Miles,Letter,Medium,Two,No,High,One,One,Four,Yes,1018,1781,1440,520,332
10951,No,Points,Letter,Low,Two,Yes,Low,Two,One,Five,Yes,843,955,704,746,968
10952,No,Points,Letter,High,One,No,Low,Two,One,Four,Yes,939,30,1212,1840,676
10953,No,Cash Back,Letter,High,One,No,Medium,Two,One,Six,Yes,1078,1837,1472,582,424
10954,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,229,402,272,193,50
10955,No,Air Miles,Letter,Medium,One,Yes,Medium,Three,One,Three,No,1162,1050,804,1124,1672
10956,No,Cash Back,Letter,Medium,One,No,Low,Two,One,Three,No,954,343,718,891,1865
10957,No,Air Miles,Letter,Medium,Two,No,High,Two,One,Four,Yes,847,735,870,859,926
10958,No,Air Miles,Postcard,Medium,One,No,Low,Three,Two,One,Yes,1182,1613,1499,623,993
10959,No,Cash Back,Postcard,Low,One,No,Medium,Two,One,Three,Yes,1270,912,904,1154,2113
10960,No,Points,Postcard,Medium,One,No,Medium,One,One,Six,Yes,220,229,428,192,32
10961,No,Cash Back,Postcard,High,Two,No,Low,Two,One,Four,Yes,232,88,336,250,255
10962,No,Cash Back,Letter,Medium,One,No,High,One,One,Six,Yes,923,573,1210,1214,698
10963,No,Air Miles,Postcard,Medium,Two,No,Low,Two,One,Four,Yes,645,535,660,541,844
10964,Yes,Air Miles,Letter,Low,One,No,Medium,One,One,Three,No,1280,414,1652,1988,1068
10965,No,Air Miles,Letter,Medium,One,No,Low,Three,One,Two,Yes,688,715,768,645,625
10966,No,Points,Postcard,Medium,Two,No,Low,Two,One,One,Yes,1221,687,864,1412,1921
10967,No,Points,Postcard,Medium,One,No,Low,Four,One,Four,Yes,908,356,1594,1125,557
10968,No,Cash Back,Letter,Medium,One,Yes,High,Three,One,Two,Yes,1166,1534,1705,589,837
10969,No,Air Miles,Letter,Low,One,No,High,Two,Two,Five,No,895,1545,1275,510,250
